freq_GHz,L3,C_0_IALU,C_0_FPU,C_0_FPIW,C_0_REN,C_0_ROB,C_0_MMU,C_0_SQ,C_0_BTB,C_0_DC,C_0_IW,C_0_CALU,C_0_RBB,C_0_Other,C_0_L2,C_0_IRF,C_0_LQ,C_0_BP,C_0_IC,C_0_IB,C_0_ID,C_0_FPRF,C_1_IALU,C_1_FPU,C_1_FPIW,C_1_REN,C_1_ROB,C_1_MMU,C_1_SQ,C_1_BTB,C_1_DC,C_1_IW,C_1_CALU,C_1_RBB,C_1_Other,C_1_L2,C_1_IRF,C_1_LQ,C_1_BP,C_1_IC,C_1_IB,C_1_ID,C_1_FPRF,C_2_IALU,C_2_FPU,C_2_FPIW,C_2_REN,C_2_ROB,C_2_MMU,C_2_SQ,C_2_BTB,C_2_DC,C_2_IW,C_2_CALU,C_2_RBB,C_2_Other,C_2_L2,C_2_IRF,C_2_LQ,C_2_BP,C_2_IC,C_2_IB,C_2_ID,C_2_FPRF,C_3_IALU,C_3_FPU,C_3_FPIW,C_3_REN,C_3_ROB,C_3_MMU,C_3_SQ,C_3_BTB,C_3_DC,C_3_IW,C_3_CALU,C_3_RBB,C_3_Other,C_3_L2,C_3_IRF,C_3_LQ,C_3_BP,C_3_IC,C_3_IB,C_3_ID,C_3_FPRF
1.1,0.25301139,0.15123484,0.108807844,0.0314801382,0.0152910356,0.0402442747358,0.116719154,0.0669571234,0.069733701,0.01782809188,0.00246119863,0.098198106,0.112693202,0.0101592341,0.0031998939,0.0150583236,0.0378802222,0.241961999,0.041623794,0.01601687706,0.040204662,0.031051748,0.19143684,0.118402844,0.0301790382,0.0096925956,0.0402442747358,0.089168654,0.0508613234,0.054483901,0.01354469188,0.00189467863,0.111999106,0.093568502,0.0053597441,0.0015814449,0.0093789236,0.0234338222,0.155631999,0.033795494,0.01213737706,0.025617962,0.028151943,0.19342984,0.123417844,0.0314281382,0.0099846156,0.0402442747358,0.092670654,0.0529073234,0.056703701,0.01408919188,0.00196669863,0.112681106,0.095007402,0.0054130141,0.0016043409,0.0096965536,0.0242417222,0.160444999,0.034790594,0.01263057706,0.026202462,0.028079158,0.19290884,0.121943844,0.0310548382,0.0098808056,0.0402442747358,0.091578054,0.0522689234,0.056019501,0.01391929188,0.00194421863,0.112502106,0.094527702,0.0053831941,0.0015930549,0.0095826536,0.0239520222,0.158703999,0.034480094,0.01247667706,0.026007362,0.0280657
1.2,0.24882929,0.158687437,0.123996978,0.0359235616,0.0173991389,0.0421860704134,0.133088136,0.0764259617,0.0795668442,0.02034173293,0.00279859053,0.1030418,0.12371801,0.0112622064,0.0035757822,0.0171914683,0.0432901899,0.274808974,0.046755445,0.018290231,0.04521416,0.032543228,0.204161437,0.133287978,0.0340140616,0.0108651389,0.0421866765804,0.100454036,0.0573609617,0.0614252442,0.01526893293,0.00212785053,0.118652,0.10129051,0.0058061464,0.0017305222,0.0105652683,0.0264293899,0.174213974,0.037459145,0.013694931,0.02833296,0.02974402,0.206339437,0.138767978,0.0353817616,0.0111798489,0.0421866765804,0.104205136,0.0595525617,0.0638022442,0.01585203293,0.00220495053,0.119398,0.10283821,0.0058636564,0.0017552122,0.0109070683,0.0272990899,0.179386974,0.038527745,0.014223131,0.02896116,0.029683788,0.205554437,0.136543978,0.0348180616,0.0110220389,0.0421866765804,0.102556736,0.0585893617,0.0627693442,0.01559573293,0.00217107053,0.119128,0.10211151,0.0058188764,0.0017381822,0.0107348683,0.0268609899,0.176760974,0.038058145,0.013990931,0.02866046,0.029665014
1.3,0.25064419,0.166321905,0.139440433,0.040452448,0.0195401222,0.0441729408492,0.149754779,0.0860635441,0.0895689474,0.02289915298,0.00314178642,0.108001804,0.134976598,0.0123784387,0.0039576015,0.019353373,0.0487744726,0.308209417,0.051997086,0.02060375464,0.050335339,0.034025809,0.217297905,0.149478433,0.038209848,0.0121407222,0.0441729408492,0.112749779,0.0644460441,0.0689901474,0.01714795298,0.00238156642,0.125500804,0.109538598,0.0062949587,0.0018944315,0.011856973,0.0296933726,0.194485417,0.041430286,0.01539295464,0.031266939,0.031449913,0.220280905,0.156493433,0.039947248,0.0125524222,0.0441729408492,0.117516779,0.0672309441,0.0720035474,0.01788885298,0.00247950642,0.126523804,0.111536598,0.0063628587,0.0019245315,0.012303673,0.0308302726,0.201248417,0.042791586,0.01606425464,0.032083639,0.031354586,0.219751905,0.154995433,0.039566448,0.0124467222,0.0441729408492,0.116403779,0.0665809441,0.0713080474,0.01771585298,0.00245664642,0.126339804,0.111045598,0.0063329487,0.0019132015,0.012187773,0.0305353726,0.199480417,0.042473886,0.01590755464,0.031886039,0.031336515
1.4,0.25013369,0.174136172,0.154739218,0.0449500354,0.0216649755,0.046205310933,0.166270342,0.0956075275,0.0994625296,0.02543065302,0.00348158031,0.113078488,0.146250976,0.0134593993,0.0043291478,0.0214790687,0.0541676133,0.341043159,0.057219018,0.02289414858,0.055394607,0.035596839,0.232650172,0.170734218,0.0436813354,0.0137787755,0.046205310933,0.128713342,0.0736690275,0.0788423296,0.01959475302,0.00271040031,0.133168488,0.119497976,0.0068524293,0.0020871878,0.0135351687,0.0339412133,0.220633159,0.046470718,0.01760574858,0.034918007,0.033178079,0.236026172,0.178761218,0.0456754354,0.0142595755,0.046205310933,0.134207342,0.0768780275,0.0823120296,0.02044835302,0.00282320031,0.134323488,0.121817976,0.0069513393,0.0021282578,0.0140553687,0.0352656133,0.228505159,0.048042918,0.01837934858,0.035868507,0.033093273,0.235203172,0.176438218,0.0450853354,0.0140939755,0.046205310933,0.132484342,0.0758717275,0.0812339296,0.02018065302,0.00278783031,0.134039488,0.121054976,0.0069054593,0.0021108178,0.0138749687,0.0348064133,0.225759159,0.047549818,0.01813674858,0.035556507,0.033067878
1.5,0.24921549,0.18212924,0.174983313,0.0508840478,0.0244622688,0.048284024323,0.188076115,0.1082371699,0.1125636127,0.02878163607,0.00392969321,0.118272072,0.160308144,0.0148537318,0.0048093181,0.0243150843,0.061370551,0.384648998,0.063980659,0.02592761342,0.061900775,0.037250209,0.24795024,0.191236313,0.0489721478,0.0153696688,0.048284024323,0.144123115,0.0825629699,0.0883341127,0.02195303607,0.00302756321,0.140868072,0.129295144,0.0074077618,0.0022778481,0.0151555843,0.038042151,0.245896998,0.051374759,0.01973871342,0.038484975,0.034960623,0.25164624,0.200081313,0.0511751478,0.0159052688,0.048284024323,0.150205115,0.0861159699,0.0921723127,0.02289803607,0.00315241321,0.142134072,0.131875144,0.0075195818,0.0023242481,0.0157344843,0.039516651,0.254656998,0.053119359,0.02059521342,0.039540275,0.03487902,0.25039324,0.196538313,0.0502738478,0.0156510688,0.048284024323,0.147575115,0.0845793699,0.0905264127,0.02248933607,0.00309842321,0.141699072,0.130707144,0.0074496518,0.0022973781,0.0154577843,0.038811851,0.250445998,0.052364859,0.02022481342,0.039064275,0.034847111
1.6,0.24845159,0.190302207,0.194612635,0.0566558302,0.0271858721,0.0504083585074,0.209258367,0.1204972302,0.1252703159,0.03203310411,0.0043646501,0.123582556,0.174131153,0.0161994243,0.0052739495,0.027059251,0.0683408267,0.426856934,0.0705902,0.02887154966,0.068296244,0.039042108,0.263914207,0.213038635,0.0546051302,0.0170612721,0.0504083585074,0.160512367,0.0920245302,0.0984266159,0.02446130411,0.0033645801,0.148851556,0.139609153,0.0079882043,0.0024782395,0.016878251,0.0424038267,0.272714934,0.0565815,0.02200784966,0.042258844,0.036801745,0.267557207,0.221646635,0.0567485302,0.0175768721,0.0504083585074,0.166400367,0.0954635302,0.1021413159,0.02537580411,0.0034853701,0.150100556,0.142102153,0.0080918143,0.0025216595,0.017435151,0.0438227267,0.281133934,0.0582735,0.02283684966,0.043267844,0.036717813,0.266546207,0.218802635,0.0560239302,0.0173735721,0.0504083585074,0.164289367,0.0942306302,0.1008223159,0.02504800411,0.0034420701,0.149748556,0.141165153,0.0080366143,0.0025004695,0.017213651,0.0432582267,0.277760934,0.0576669,0.02253964966,0.042895344,0.036695342
1.7,0.24776529,0.198654875,0.219756371,0.0640356226,0.0306547554,0.0525772938636,0.23634638,0.1362009676,0.1415533611,0.03619915916,0.00492036099,0.12900893,0.191063841,0.0178787649,0.0058576968,0.0305785987,0.0772874824,0.480547503,0.078924642,0.03264485779,0.076278512,0.040898873,0.279522875,0.233290371,0.0598521226,0.0186866554,0.0525772938636,0.17584138,0.1008613676,0.1078263611,0.02680235916,0.00367958099,0.15677093,0.149605841,0.0085669449,0.0026765568,0.0185222987,0.0465652824,0.298228503,0.061503542,0.02412575779,0.045914412,0.038700265,0.284051875,0.244301371,0.0626081226,0.0193351554,0.0525772938636,0.18341338,0.1052839676,0.1126103611,0.02797835916,0.00383486099,0.15832393,0.152776841,0.0086843649,0.0027270568,0.0192232987,0.0483514824,0.308795503,0.063683742,0.02519195779,0.047174912,0.038616502,0.283276875,0.242121371,0.0620519226,0.0191791554,0.0525772938636,0.18179338,0.1043379676,0.1115993611,0.02772665916,0.00380163099,0.15805193,0.152056841,0.0086426149,0.0027111268,0.0190524987,0.0479161824,0.306199503,0.063217142,0.02496375779,0.046895612,0.038601712
1.8,0.24508466,0.207186342,0.235888198,0.068813755,0.0329264987,0.0547927316832,0.253809433,0.146277438,0.1519667683,0.03886760221,0.00527836089,0.134552194,0.203173429,0.0189702375,0.0062391861,0.0328336564,0.083013557,0.515277833,0.084512683,0.03506103833,0.08166818,0.042854771,0.296456342,0.256688198,0.065937655,0.0205290987,0.0547927316832,0.193636433,0.111133438,0.1187697683,0.02952380221,0.00404487089,0.165199194,0.160708429,0.0091832475,0.0028904761,0.0203964564,0.051312857,0.327325833,0.067155383,0.02658883833,0.04999198,0.040649825,0.301607342,0.269348198,0.069091655,0.0212742987,0.0547927316832,0.202224433,0.116149438,0.1241907683,0.03085740221,0.00422092089,0.166963194,0.164336429,0.0093225075,0.0029499761,0.0211990564,0.053358457,0.339426833,0.069632683,0.02779803833,0.05144718,0.040585776,0.300837342,0.267193198,0.068540955,0.0211203987,0.0547927316832,0.200622433,0.115213438,0.1231927683,0.03060870221,0.00418809089,0.166695194,0.163624429,0.0092817875,0.0029344461,0.0210310564,0.052930157,0.336873833,0.069170683,0.02757253833,0.05117168,0.040566053
1.9,0.2467116,0.21589661,0.261469564,0.0743672794,0.036509662,0.0570537701956,0.281336806,0.1622266984,0.1684695575,0.0430961363,0.00584230178,0.140212358,0.220544717,0.0206247802,0.0068152554,0.036480554,0.0922877937,0.57106376,0.093026524,0.03889209187,0.089689549,0.044701559,0.31761561,0.292367564,0.0732182794,0.023254062,0.0570544960736,0.220385806,0.1266296984,0.1353065575,0.0336331363,0.00459338178,0.175134358,0.175917717,0.0100303402,0.0031947854,0.023210454,0.0584561937,0.37066176,0.075414824,0.03031079187,0.055802849,0.042721404,0.32071961,0.298234564,0.0745981794,0.023500062,0.0570544960736,0.223891806,0.1286766984,0.1375445575,0.0341774363,0.00466522178,0.176195358,0.177260717,0.0100335702,0.0032012854,0.023476554,0.0591345937,0.37462576,0.076427824,0.03080439187,0.056282349,0.042611975,0.31962861,0.295174564,0.0738362794,0.023280162,0.0570544960736,0.221616806,0.1273486984,0.1361255575,0.0338242363,0.00461860178,0.175813358,0.176245717,0.0099752302,0.0031789754,0.023236854,0.0585234937,0.37098676,0.075770524,0.03048409187,0.055887749,0.042590301
2.0,0.2445803,0.224786778,0.287866261,0.0819496878,0.040142435,0.0593621928868,0.309834758,0.1787378087,0.1855597497,0.0474724633,0.00642573567,0.145988412,0.238462805,0.0223445829,0.0074177307,0.0401266227,0.1015614314,0.626880002,0.101848665,0.04285781901,0.098173217,0.046809223,0.330531778,0.303407261,0.0760668878,0.024196835,0.0593621928868,0.228842758,0.1314368087,0.1403767497,0.0348997633,0.00476678567,0.182290412,0.182989805,0.0104056929,0.0033144107,0.0241058227,0.0607079314,0.384979002,0.078407265,0.03145501901,0.058169117,0.044781973,0.338797778,0.323618261,0.0810151878,0.025477535,0.0593621928868,0.242964758,0.1396838087,0.1492587497,0.0370919633,0.00505603567,0.185122412,0.189100805,0.0106756329,0.0034257407,0.0254804227,0.0642133314,0.405720002,0.082494465,0.03344321901,0.060654017,0.044695156,0.337232778,0.319252261,0.0799275878,0.025164035,0.0593621928868,0.239723758,0.1377918087,0.1472357497,0.0365888633,0.00498966567,0.184581412,0.187650805,0.0105941529,0.0033943307,0.0251409227,0.0633476314,0.400573002,0.081556565,0.03298701901,0.060076017,0.044666419
2.1,0.24568521,0.233856745,0.312361517,0.0892528261,0.043681169,0.0617130207044,0.337247591,0.1946088191,0.2017913659,0.0516771843,0.00698651557,0.151881357,0.255928693,0.0239752214,0.007992074,0.0436809924,0.1106019121,0.6811234,0.110382207,0.04666832015,0.106327385,0.048730707,0.351744745,0.336369517,0.0845897261,0.026802269,0.0617130207044,0.254225591,0.1461238191,0.1558833659,0.0387914843,0.00528664557,0.192353357,0.197756693,0.0112108314,0.003602644,0.0267765924,0.0674865121,0.4260794,0.086315907,0.03498032015,0.063772485,0.046937887,0.357575745,0.349544517,0.0877936261,0.027566769,0.0617130207044,0.263104591,0.1513088191,0.1614793659,0.0401694843,0.00546843557,0.194347357,0.201500693,0.0113434614,0.003661024,0.0275984924,0.0695830121,0.4384414,0.088889507,0.03623022015,0.065248285,0.046829194,0.357038745,0.348075517,0.0874258261,0.027463569,0.0617130207044,0.262013591,0.1506718191,0.1608023659,0.0400000843,0.00544609557,0.194160357,0.201015693,0.0113172014,0.003650724,0.0274838924,0.0692906121,0.4366964,0.088573307,0.03607662015,0.065082085,0.046811196
2.2,0.24458647,0.243105413,0.336909446,0.0963414445,0.047144862,0.0641120195724,0.363825564,0.2099877995,0.2176754261,0.0557496024,0.00752985546,0.157891201,0.273061381,0.0255440518,0.0085453023,0.0471473921,0.1194194768,0.734198037,0.118698048,0.05035919588,0.114330354,0.05104557,0.371117413,0.364296446,0.0916749445,0.028989662,0.0641120195724,0.275286564,0.1582807995,0.1688014261,0.0420094024,0.00571767546,0.201838201,0.210646381,0.0119148318,0.0038495223,0.0289950921,0.0731116768,0.460433037,0.092993348,0.03789479588,0.068564854,0.04915367,0.378123413,0.380648446,0.0956738445,0.029981662,0.0641120195724,0.286509564,0.1648347995,0.1758604261,0.0437511024,0.00594737546,0.204236201,0.215450381,0.0120925018,0.0039272123,0.0300585921,0.0758244768,0.476441037,0.096251648,0.03947479588,0.070480054,0.049046303,0.377132413,0.377903446,0.0949859445,0.029784662,0.0641120195724,0.284463564,0.1636397995,0.1745894261,0.0434336024,0.00590549546,0.203890201,0.214535381,0.0120419618,0.0039078023,0.0298436921,0.0752764768,0.473180037,0.095657548,0.03918669588,0.070138954,0.049026232
